GPA,Semester_GPA,CGPA,Stress_Index,Attendance_Rate,Study_Hours_per_Day,Assignment_Delay_Days,Part_Time_Job,Dropout
3.32,3.4,3.4,7.4,80.4,4.04,4,0,0
2.4,2.63,2.68,6.9,91.1,4.79,0,0,0
0.8,0.87,0.87,4.3,87.9,3.31,4,0,1
2.27,2.49,2.46,4.9,77.6,2.45,3,1,1
2.92,2.6,2.58,3.3,82.1,4.18,0,0,0
0.64,0.53,0.55,8.7,79.5,4.81,1,0,1
1.88,2.26,2.21,8.9,88.0,6.44,0,1,0
2.88,2.76,2.76,6.8,86.0,4.72,1,0,0
0.47,0.45,0.45,4.3,78.8,6.06,2,1,1
2.44,3.09,3.09,9.4,87.6,3.48,0,0,1
4.0,4.0,3.91,2.8,89.2,3.56,4,1,0
0.39,0.75,0.83,6.3,84.9,2.84,1,0,1
3.6,3.7,3.68,4.6,83.1,4.13,2,0,0
3.52,3.02,3.05,1.0,87.6,3.92,3,0,0
1.35,1.05,1.12,4.6,69.7,4.37,3,0,1
3.2,2.45,2.55,1.1,74.4,4.15,0,0,0
2.31,2.4,2.41,7.9,73.7,3.37,1,0,1
1.93,2.04,2.04,5.0,77.4,5.24,0,0,0
2.29,2.11,2.11,6.7,72.6,3.73,1,0,1
1.12,1.55,1.59,7.3,80.0,5.95,2,0,0
2.46,2.75,2.81,6.5,71.0,2.11,0,0,1
2.32,2.79,2.82,8.4,72.1,4.15,2,1,1
1.21,0.9,0.83,9.7,75.0,3.78,2,0,1
1.53,1.58,1.58,5.5,79.5,3.58,2,0,1
2.53,2.28,2.28,5.9,77.0,3.91,1,0,0
4.0,4.0,4.0,4.7,77.5,2.56,5,1,0
0.81,1.09,1.1,7.1,82.0,4.27,2,1,1
1.9,1.53,1.5,4.5,88.9,4.03,5,0,1
4.0,4.0,3.98,7.5,88.1,4.52,1,1,0
0.0,0.0,0.0,9.1,88.8,2.18,0,0,1
1.89,1.33,1.42,5.3,68.6,4.75,1,1,0
2.56,2.38,2.38,5.8,79.1,4.05,1,0,1
3.24,3.46,3.47,5.5,86.8,3.26,1,1,0
1.01,0.98,1.01,7.2,92.8,2.14,3,1,1
2.97,3.2,3.05,7.4,82.4,3.27,1,0,0
1.75,2.05,2.0,7.2,83.3,2.57,2,1,1
1.04,1.55,1.6,7.8,77.8,4.97,2,1,1
0.59,0.64,0.64,8.1,86.7,3.36,4,0,1
1.33,0.83,0.85,8.9,92.1,2.02,3,0,1
1.0,1.14,1.21,6.1,57.1,3.69,0,0,1
2.16,2.71,2.76,7.7,83.8,3.89,2,0,1
2.43,1.84,1.84,3.1,83.5,4.82,2,0,0
2.71,2.66,2.72,1.8,96.0,2.24,0,0,0
3.19,3.25,3.26,4.8,91.7,3.3,5,0,0
0.87,1.12,1.09,10.0,69.3,3.57,2,0,1
1.69,1.25,1.25,7.1,95.0,3.99,1,1,0
0.69,0.59,0.53,6.3,72.9,5.47,1,0,1
1.07,1.11,1.11,6.8,82.3,3.69,0,1,1
2.5,2.3,2.32,5.6,67.0,5.94,1,0,1
2.58,2.24,2.24,6.3,81.7,4.09,3,1,0
2.2,2.41,2.41,7.1,80.3,4.85,0,1,0
0.0,0.0,0.0,8.7,90.3,4.48,2,0,1
0.81,0.72,0.72,7.6,88.5,2.99,2,1,1
3.4,3.45,3.44,3.5,92.9,3.23,1,0,1
4.0,4.0,3.97,1.0,83.6,5.34,0,1,0
2.72,3.32,3.25,5.4,91.7,4.59,1,1,0
0.96,1.19,1.19,6.8,76.8,2.63,1,1,1
1.64,2.11,2.11,5.3,74.1,4.53,1,0,0
2.48,1.97,1.97,5.9,77.7,6.62,5,0,1
1.56,1.71,1.71,3.4,85.4,2.9,3,0,1
3.36,3.88,3.95,5.1,76.6,5.36,3,0,0
2.31,2.12,2.09,6.6,84.7,2.72,6,1,0
2.84,3.39,3.45,6.0,87.5,3.23,2,0,0
1.03,1.17,1.17,7.9,84.6,4.78,2,0,1
3.52,3.26,3.25,6.8,91.1,4.91,1,1,0
1.48,2.16,2.24,4.1,79.6,5.47,1,0,1
2.19,2.03,1.99,3.8,89.9,6.1,0,0,0
3.84,3.68,3.68,5.9,88.0,3.7,2,0,0
0.61,0.45,0.45,6.8,76.8,3.61,2,0,1
0.71,0.23,0.23,8.2,97.1,3.1,1,0,1
4.0,4.0,4.0,1.5,88.6,6.35,2,0,0
3.23,3.21,3.18,7.6,81.1,4.55,2,1,0
1.29,1.41,1.36,6.1,74.5,5.28,2,0,1
0.93,0.92,0.91,8.0,77.5,1.73,1,0,1
1.99,2.71,2.68,5.7,80.3,2.94,2,1,1
1.4,1.6,1.59,5.0,75.4,3.96,1,0,0
1.63,1.04,1.04,5.3,76.6,4.98,0,0,0
0.8,0.54,0.56,9.2,76.0,3.74,1,0,1
2.12,2.03,2.01,4.2,82.7,5.63,1,0,0
2.27,2.1,2.12,6.2,78.4,6.46,2,0,0
2.24,1.77,1.71,6.4,81.0,4.94,3,0,0
2.42,2.3,2.3,6.9,89.8,1.64,3,1,1
0.35,0.79,0.91,10.0,75.9,4.82,1,1,1
3.73,3.97,3.95,5.0,82.7,2.72,4,1,0
3.28,2.96,2.98,5.5,79.6,3.82,1,0,0
0.77,0.24,0.24,8.0,84.5,2.94,0,0,1
0.0,0.0,0.0,7.7,76.7,2.09,2,1,1
2.2,1.97,1.97,6.6,100.0,2.99,1,0,0
2.62,2.53,2.53,5.8,93.8,2.72,2,0,0
0.78,0.91,0.91,7.8,65.9,2.22,3,1,1
0.0,0.0,0.0,5.7,73.4,4.79,2,0,1
2.9,2.9,2.94,4.9,73.7,5.42,1,1,0
0.77,0.84,0.97,9.6,85.8,2.54,1,0,0
1.94,2.22,2.19,6.0,82.6,5.18,0,0,0
1.07,1.46,1.46,6.9,66.0,3.77,1,0,1
3.21,3.12,3.14,4.2,79.5,4.23,2,0,0
3.24,3.36,3.36,5.7,84.3,3.28,1,0,0
0.48,0.5,0.54,5.1,81.5,2.44,0,0,1
1.22,1.16,1.22,7.0,72.8,5.22,2,0,0
0.53,0.21,0.16,5.0,65.4,4.34,2,0,0
1.29,1.09,1.16,4.9,81.8,3.47,1,1,0
3.03,3.51,3.53,5.8,71.8,1.74,2,0,0
0.3,0.46,0.48,6.4,70.5,5.18,1,1,1
0.46,0.16,0.13,7.2,90.3,3.41,5,0,0
1.82,1.09,1.09,7.6,86.1,3.7,3,1,1
0.07,0.61,0.76,5.7,83.6,4.57,1,0,1
0.97,0.88,0.92,6.7,73.5,4.29,0,1,1
2.51,2.42,2.39,7.9,80.3,3.53,2,0,0
0.39,0.54,0.5,8.8,84.8,2.61,4,1,1
0.12,0.05,0.03,9.2,85.3,4.84,2,0,1
0.93,0.51,0.53,5.6,74.0,3.69,0,0,1
3.03,3.13,3.06,5.8,84.4,2.44,3,1,1
0.67,0.7,0.67,6.0,80.5,1.11,2,0,1
3.48,3.91,3.88,4.5,94.2,3.51,4,1,0
3.9,3.52,3.43,4.5,70.7,5.53,2,0,0
1.87,1.36,1.34,7.5,78.0,2.82,1,0,0
1.49,1.5,1.53,5.4,87.5,5.82,1,0,0
3.2,3.44,3.44,4.8,77.4,4.36,2,1,0
1.25,1.53,1.45,6.0,74.8,8.83,0,0,0
1.26,1.07,1.02,3.4,77.1,1.78,0,0,1
1.56,1.26,1.26,6.4,69.4,5.82,0,1,1
1.64,1.8,1.81,4.9,100.0,2.66,0,0,0
2.36,2.25,2.31,5.6,88.0,4.54,1,0,0
1.11,0.76,0.71,6.1,89.7,3.73,3,0,1
0.99,0.84,0.78,6.4,85.4,3.02,4,0,1
0.22,0.38,0.41,9.3,78.7,2.33,0,0,1
1.87,1.8,1.85,5.3,93.5,2.89,4,1,1
1.42,1.42,1.42,5.4,70.9,2.92,1,0,0
1.31,1.77,1.91,6.5,86.9,4.87,4,1,1
1.46,1.59,1.6,6.1,77.4,3.43,1,0,1
3.36,2.86,2.8,6.0,85.3,3.14,2,1,0
2.03,1.48,1.52,2.6,70.0,4.74,2,0,0
2.06,2.32,2.24,6.4,77.6,3.46,1,1,0
0.0,0.48,0.38,8.8,79.0,3.4,3,0,1
2.86,2.89,2.83,6.6,81.9,4.02,4,1,0
2.63,3.08,3.06,3.7,82.4,3.25,0,0,1
0.87,0.94,0.97,8.3,83.5,3.08,2,0,1
1.35,1.34,1.32,3.0,89.8,3.12,1,0,1
0.03,0.26,0.29,5.5,74.8,3.85,2,0,1
1.26,1.15,1.11,6.0,67.8,4.47,2,1,1
1.29,1.44,1.35,7.7,81.1,3.23,0,0,1
2.21,2.21,2.3,4.5,69.9,4.38,1,1,1
2.36,2.67,2.67,10.0,96.6,3.97,3,0,0
0.63,0.74,0.64,8.8,78.7,6.18,2,1,0
1.29,1.4,1.4,5.4,87.3,2.6,0,1,0
3.74,3.6,3.59,4.4,73.2,4.42,2,1,0
1.71,1.43,1.43,6.2,78.7,2.11,0,1,1
0.12,0.0,0.01,6.0,83.7,4.57,3,0,1
1.86,2.17,2.18,3.5,80.6,4.61,0,1,0
2.24,2.25,2.24,6.1,96.3,4.13,0,0,1
3.83,3.85,3.76,2.9,79.6,5.24,1,0,0
0.79,0.89,0.85,7.1,78.7,3.99,3,1,1
3.11,2.46,2.47,5.3,87.1,4.25,3,0,0
2.93,3.07,3.09,3.7,89.4,3.49,1,1,0
0.94,0.95,0.89,6.4,67.7,5.16,2,0,1
1.79,2.02,2.03,6.0,81.2,3.44,4,0,1
1.51,1.08,1.12,4.0,80.5,4.11,5,1,1
2.32,2.32,2.33,5.1,84.3,2.86,3,1,1
2.9,3.19,3.15,4.9,67.1,3.67,2,0,0
1.87,1.63,1.55,5.9,80.1,0.92,3,1,1
1.94,1.71,1.71,6.2,94.3,3.61,1,1,1
2.67,2.75,2.74,6.9,78.9,4.83,1,0,0
2.49,2.59,2.65,4.2,80.4,4.38,2,1,1
1.99,1.87,1.85,4.8,76.2,2.95,2,0,0
1.4,1.47,1.47,8.3,76.6,4.43,1,1,1
0.11,0.0,0.0,6.3,78.3,2.5,0,1,1
3.76,3.73,3.73,5.4,76.5,5.7,5,0,0
1.57,1.46,1.47,7.8,88.5,2.78,4,0,1
0.0,0.0,0.07,7.2,74.7,1.98,2,1,1
1.96,1.74,1.63,7.0,75.8,3.92,3,0,0
1.4,1.51,1.49,5.9,78.9,4.88,1,1,1
2.47,2.07,2.07,3.4,78.9,2.79,4,0,0
0.82,1.0,1.07,7.6,74.8,4.3,1,0,1
2.3,2.49,2.51,4.9,90.1,5.02,0,0,0
2.76,2.71,2.71,6.4,86.9,5.99,0,0,0
1.17,1.19,1.19,8.8,76.2,1.86,2,0,1
0.32,0.19,0.12,6.6,79.6,4.83,1,0,1
1.72,1.75,1.8,4.2,62.8,0.52,2,0,1
0.72,0.77,0.72,5.9,71.7,2.54,0,0,1
2.44,2.44,2.48,8.0,85.5,4.08,1,0,0
1.87,2.07,2.08,10.0,77.9,2.75,0,0,0
1.63,1.78,1.81,5.7,84.0,5.16,2,1,0
0.45,0.66,0.69,10.0,67.5,4.85,1,0,1
2.49,2.42,2.39,3.0,77.9,2.38,1,0,0
3.9,3.84,3.83,4.3,95.9,4.31,2,0,0
0.0,0.0,0.0,9.7,84.6,4.1,3,1,1
2.25,2.29,2.23,7.3,91.3,3.87,0,0,0
0.0,0.38,0.41,5.0,84.4,3.44,1,0,1
1.32,1.5,1.56,9.4,82.6,5.56,2,0,1
1.82,2.01,2.01,7.2,82.1,4.5,1,1,0
4.0,3.93,3.85,5.5,76.2,5.78,2,0,0
0.64,0.91,0.93,5.0,70.8,4.1,0,0,0
3.33,3.35,3.36,1.0,79.8,3.73,3,0,0
3.78,3.79,3.81,3.6,91.3,4.34,2,0,0
1.69,1.91,1.92,7.2,84.6,4.07,3,1,1
3.89,4.0,4.0,4.9,75.4,3.35,3,1,0
0.7,0.29,0.19,4.2,79.9,3.82,5,1,1
1.66,2.09,2.04,5.2,67.8,6.25,4,0,0
1.82,2.06,2.05,4.6,84.5,2.72,4,1,1
2.92,2.76,2.77,5.7,90.1,4.92,2,1,1
0.52,0.0,0.03,4.5,83.3,3.1,2,1,1
2.3,2.67,2.68,7.2,66.6,3.31,2,0,0
1.55,1.52,1.46,10.0,69.5,5.12,2,0,1
1.22,0.87,0.87,6.5,79.9,5.55,2,0,0
3.5,3.81,3.81,5.3,88.1,6.09,3,1,0
3.6,3.67,3.71,4.6,84.7,3.51,3,0,0
2.28,2.4,2.4,5.8,86.8,2.39,1,0,0
1.76,1.66,1.68,8.3,81.9,2.24,1,0,1
3.66,4.0,4.0,2.6,81.5,6.01,3,0,0
1.23,1.87,1.88,7.3,85.5,3.97,2,0,0
3.47,3.2,3.23,5.0,75.7,4.46,2,0,0
0.77,0.94,0.95,8.0,98.8,0.93,2,0,0
2.75,2.8,2.8,7.5,72.5,4.18,1,1,1
3.65,3.51,3.41,4.8,77.5,3.47,0,1,0
1.27,1.73,1.78,6.1,73.4,3.27,2,0,0
2.07,1.9,1.79,6.8,80.0,4.02,0,1,1
2.99,2.76,2.71,6.0,82.9,3.83,2,0,0
0.29,0.0,0.0,4.2,64.6,6.17,1,1,1
4.0,3.83,3.83,4.9,84.5,3.8,2,1,0
2.86,2.6,2.67,6.8,93.2,4.31,2,1,0
3.33,3.0,3.0,6.3,81.8,5.29,4,0,1
2.52,2.63,2.63,3.4,80.9,1.84,3,1,0
2.03,2.03,2.06,6.4,74.7,2.43,2,1,0
1.13,0.73,0.75,3.8,73.3,5.98,3,1,1
2.97,2.94,3.0,3.6,78.5,5.15,3,1,1
1.74,2.44,2.44,4.7,90.4,1.51,1,1,1
1.91,1.8,1.83,5.6,73.2,2.3,1,0,1
2.68,2.23,2.27,5.3,78.0,3.12,0,0,0
1.5,1.32,1.32,4.6,72.2,2.89,7,0,1
3.53,3.55,3.55,6.3,83.2,6.21,3,1,0
2.35,2.29,2.3,3.6,80.2,4.2,3,0,1
3.58,3.46,3.38,4.1,92.8,3.53,4,1,0
1.56,1.9,1.9,6.1,75.1,6.03,2,1,0
1.79,1.92,1.91,3.8,61.9,4.85,4,0,0
1.96,2.02,2.08,6.2,92.4,3.96,2,0,1
0.77,1.14,1.14,7.5,73.8,5.59,3,0,1
2.04,2.15,2.14,4.1,83.2,3.27,4,1,0
1.35,0.82,0.81,6.8,78.8,3.87,1,0,1
2.62,3.02,3.02,6.5,98.3,3.03,2,1,0
2.78,2.68,2.7,7.0,67.8,5.37,1,0,0
2.87,2.74,2.74,3.4,79.6,2.06,1,0,0
3.66,3.49,3.4,6.7,73.2,4.25,0,1,0
2.24,2.38,2.34,6.7,95.5,4.1,3,0,0
4.0,3.6,3.6,6.1,84.4,5.37,0,1,0
2.08,2.18,2.25,7.9,79.0,5.25,5,1,0
2.94,2.61,2.56,5.5,86.2,3.86,0,0,0
3.93,3.93,3.88,6.4,84.2,4.96,2,0,0
2.76,2.8,2.79,5.1,95.0,4.64,1,0,1
1.31,0.97,0.98,5.9,90.8,3.26,2,0,0
2.42,2.17,2.22,6.8,84.0,2.49,3,1,1
2.75,2.5,2.46,7.2,95.5,4.9,0,0,0
2.17,2.35,2.38,4.6,70.5,4.51,2,0,1
2.47,1.99,1.96,6.8,90.4,4.78,1,0,1
2.26,2.05,2.11,6.2,80.8,6.18,0,0,1
2.28,1.96,1.86,6.6,78.8,5.92,1,1,0
0.88,0.75,0.75,9.4,80.6,3.26,4,1,0
1.55,1.51,1.47,9.6,98.0,3.99,1,0,1
2.85,2.6,2.64,3.7,88.8,3.64,5,1,1
4.0,4.0,3.95,1.0,83.8,5.15,3,0,0
2.59,2.21,2.24,7.9,66.6,5.49,2,0,1
1.09,1.24,1.24,6.6,84.9,2.32,2,1,1
3.52,3.56,3.56,5.6,75.8,4.64,2,1,1
3.85,4.0,4.0,3.0,93.7,2.04,1,0,1
0.0,0.47,0.48,6.4,77.2,3.53,2,0,1
1.15,1.26,1.23,5.7,80.6,3.34,0,1,0
3.53,3.98,3.96,5.6,87.6,4.3,1,0,0
1.13,1.05,1.03,8.0,89.3,4.95,0,0,1
0.65,0.51,0.52,7.0,74.8,2.59,1,1,1
3.41,3.68,3.68,4.9,95.2,4.78,4,1,0
3.78,4.0,4.0,1.6,90.7,5.35,2,0,0
0.46,0.31,0.31,6.0,90.3,4.33,2,0,1
0.61,0.74,0.77,7.4,79.2,4.32,0,1,1
1.69,1.58,1.55,5.4,82.0,4.43,5,0,1
3.2,2.77,2.78,3.9,92.2,4.49,1,1,0
3.08,3.08,3.05,9.9,78.5,5.33,2,0,0
2.16,1.93,1.95,4.5,81.1,4.56,1,0,0
2.99,3.23,3.31,6.0,77.2,5.95,2,0,0
1.86,2.33,2.35,5.8,76.8,3.75,0,0,1
4.0,4.0,4.0,2.0,77.2,6.31,0,1,0
0.07,0.07,0.07,8.7,64.8,4.54,2,1,1
1.72,1.76,1.76,5.7,93.2,1.71,3,0,0
2.14,1.96,1.94,5.5,99.6,4.64,0,0,0
2.1,2.53,2.6,5.3,73.6,6.15,2,0,1
1.75,1.35,1.4,3.8,79.7,2.03,4,0,0
2.26,2.02,2.04,6.1,100.0,3.51,4,1,1
2.21,2.17,2.08,6.5,78.2,3.76,1,1,0
2.18,2.3,2.3,5.5,83.1,3.68,2,1,0
2.16,1.97,1.96,3.2,83.9,1.75,1,0,0
2.37,2.59,2.59,6.4,78.5,5.57,3,1,0
2.12,2.03,2.02,9.7,84.8,4.84,3,0,0
0.75,0.66,0.62,6.8,85.5,2.41,0,1,1
1.35,1.22,1.22,6.2,64.1,5.28,2,1,0
0.35,0.29,0.29,9.3,76.9,1.16,1,0,1
2.36,2.2,2.16,1.7,86.1,4.73,1,0,0
2.06,1.9,1.9,4.2,79.2,3.78,7,0,1
0.84,0.76,0.76,9.0,82.0,3.42,2,1,1
0.98,1.02,1.02,5.7,80.4,3.26,2,0,0
2.63,2.84,2.88,6.2,74.7,5.75,0,0,1
4.0,4.0,4.0,4.7,83.8,4.72,1,0,0
0.0,0.0,0.09,9.4,89.2,4.35,3,1,1
2.81,3.12,3.15,4.9,75.8,6.5,1,0,0
1.22,1.74,1.68,8.6,86.4,4.7,2,0,0
2.22,2.03,2.04,6.5,91.6,2.63,1,0,0
0.94,1.1,1.08,6.9,67.5,4.32,1,0,1
1.18,1.59,1.57,4.0,82.0,2.94,4,1,1
0.4,0.0,0.1,7.4,81.9,3.31,2,0,1
1.17,1.22,1.22,6.4,75.8,4.78,3,0,1
3.47,3.8,3.8,5.4,86.2,6.31,3,1,0
0.36,0.36,0.3,4.3,74.6,3.18,1,1,1
2.71,2.94,2.97,2.8,76.3,4.45,1,1,0
0.53,0.6,0.57,8.8,84.1,4.64,3,0,1
2.6,2.21,2.18,4.1,75.4,4.63,5,0,1
1.92,1.97,1.98,5.4,73.3,4.12,2,0,1
1.65,1.67,1.65,8.9,77.9,5.09,0,0,0
0.46,0.7,0.63,5.7,74.4,3.23,4,0,1
3.3,3.42,3.41,4.8,80.4,3.92,4,0,0
1.6,2.62,2.64,4.2,74.0,4.14,3,1,0
2.68,2.52,2.62,4.2,76.3,3.84,2,1,1
0.19,0.0,0.06,5.8,90.4,3.7,2,0,1
1.26,1.45,1.46,7.1,94.2,2.91,0,1,1
3.89,4.0,4.0,4.3,75.8,7.02,2,0,0
2.89,3.01,2.9,6.2,80.6,3.2,0,0,1
1.5,1.24,1.24,7.7,66.4,3.2,4,1,0
0.0,0.05,0.09,5.0,76.2,3.37,1,1,1
0.31,0.4,0.43,3.8,79.9,4.75,0,0,1
0.17,0.48,0.42,6.1,87.3,1.52,4,0,1
2.24,1.97,1.97,5.8,83.4,2.52,1,1,1
1.07,0.96,0.97,3.1,89.4,2.48,6,1,1
4.0,4.0,4.0,3.4,81.4,5.01,1,0,0
1.21,1.15,1.14,3.9,77.9,4.04,3,0,1
2.82,2.83,2.82,5.3,81.7,5.64,1,0,1
1.42,0.96,1.08,5.9,84.8,4.52,0,0,0
3.04,3.33,3.27,5.4,77.8,1.87,3,0,0
3.61,3.72,3.74,1.9,84.3,4.47,1,1,0
0.46,0.73,0.81,6.0,94.0,3.15,2,1,1
2.03,1.54,1.69,6.9,80.0,5.46,3,0,1
0.0,0.05,0.04,7.1,72.4,1.25,5,1,0
0.91,1.27,1.31,8.2,67.3,4.87,1,0,1
1.12,1.36,1.41,6.3,72.4,1.64,2,0,1
2.42,2.58,2.53,7.0,80.1,5.41,1,0,0
1.49,1.51,1.45,5.8,84.7,3.39,1,1,1
2.45,2.97,3.07,7.5,74.6,3.62,2,0,1
1.65,1.95,1.97,5.4,88.7,2.52,2,0,0
2.83,2.84,2.78,5.8,80.4,3.14,1,0,0
1.12,1.08,1.08,2.9,86.8,4.7,2,0,1
1.88,1.95,2.02,5.0,82.6,3.78,2,1,1
0.34,0.07,0.17,4.7,85.4,4.86,2,0,0
2.85,2.55,2.55,4.5,87.2,3.8,5,1,0
1.6,1.75,1.71,5.7,74.6,2.65,0,0,0
2.9,2.83,2.81,4.1,74.7,5.34,3,1,0
2.71,2.66,2.71,7.1,89.6,4.35,3,0,0
0.21,0.0,0.0,4.3,71.9,2.22,2,0,1
1.21,1.31,1.31,5.8,81.9,4.35,0,1,1
2.81,2.77,2.67,3.8,90.8,3.33,1,0,0
2.35,1.8,1.81,3.4,84.1,3.38,3,0,1
1.6,1.33,1.33,8.5,83.8,2.9,4,1,1
0.9,0.69,0.61,4.6,80.3,1.87,2,0,0
2.01,2.02,2.02,8.8,79.3,4.46,2,0,0
2.06,2.08,2.08,6.2,72.8,3.78,4,1,1
0.0,0.35,0.35,9.4,65.8,0.5,1,1,1
3.44,3.23,3.24,4.7,81.2,2.46,2,1,0
3.57,3.49,3.49,4.4,81.4,3.86,2,0,0
2.81,2.43,2.43,3.8,86.6,3.29,2,0,0
2.0,2.67,2.67,7.1,85.5,4.71,0,0,0
3.53,3.43,3.43,6.4,89.3,4.27,4,0,0
1.67,0.7,0.79,7.7,84.1,4.98,2,0,0
0.71,0.81,0.75,8.9,84.2,2.18,2,0,1
2.63,2.52,2.52,5.2,65.6,4.53,0,0,0
0.39,0.09,0.09,4.8,78.3,3.06,1,0,1
4.0,3.95,3.95,3.3,86.0,5.23,6,0,0
1.65,1.98,1.98,4.6,94.6,2.07,5,0,0
1.61,2.0,2.02,5.8,59.6,4.13,0,0,1
1.51,1.76,1.84,9.6,79.4,5.05,4,0,0
1.66,1.54,1.45,5.9,72.0,2.03,4,0,1
3.28,3.31,3.32,5.7,87.3,3.42,2,0,0
0.88,0.94,1.02,8.3,78.6,4.76,3,0,1
2.95,3.25,3.27,5.5,79.3,3.39,2,1,0
1.75,1.62,1.64,4.9,77.3,5.12,0,0,0
2.31,1.81,1.83,5.5,75.8,4.59,3,0,1
4.0,4.0,4.0,1.0,91.5,3.12,1,1,0
2.92,3.18,3.21,4.1,84.6,5.66,4,0,0
3.1,3.49,3.42,8.8,76.9,3.58,2,0,1
1.72,1.52,1.53,6.1,77.4,5.43,2,0,0
2.65,2.68,2.68,6.0,84.3,6.06,1,0,0
2.88,2.73,2.73,3.3,73.7,5.76,0,0,0
2.38,2.24,2.26,6.7,84.7,5.7,3,0,0
0.98,0.68,0.62,7.0,78.2,3.31,2,1,1
1.57,1.41,1.41,3.8,81.9,5.67,1,0,0
1.62,1.96,1.9,1.4,76.4,6.74,3,1,1
2.34,2.24,2.24,7.1,74.7,4.67,5,0,0
2.98,2.77,2.76,3.7,91.1,5.05,1,1,0
3.34,3.18,3.14,5.7,71.0,3.99,2,0,0
3.53,3.56,3.56,5.4,100.0,2.73,0,0,0
0.17,0.0,0.0,7.9,82.3,4.5,2,0,1
3.3,3.11,3.14,8.4,87.7,4.01,2,1,0
0.91,1.06,1.03,2.6,71.0,3.1,2,0,1
3.94,4.0,3.97,5.7,95.3,4.95,4,1,0
3.39,3.24,3.17,2.8,84.7,2.62,0,0,0
0.0,0.27,0.17,9.4,98.0,5.31,0,0,1
0.0,0.0,0.0,7.6,88.5,4.0,0,0,1
2.52,2.47,2.47,5.9,80.7,5.36,2,1,0
0.11,0.0,0.0,7.5,77.0,6.23,2,0,1
2.92,2.66,2.66,2.7,83.2,4.01,2,1,0
0.75,0.78,0.78,5.8,79.8,2.52,0,1,0
2.8,2.78,2.72,3.5,98.0,4.93,1,0,0
3.94,3.77,3.88,5.0,78.2,4.89,2,0,0
1.89,2.08,2.09,6.3,72.0,4.95,1,1,0
1.95,1.81,1.81,7.5,76.2,2.75,3,1,0
1.54,1.18,1.09,4.2,78.3,5.36,3,0,1
1.86,1.8,1.8,8.3,65.5,4.53,0,1,1
3.22,3.47,3.47,5.6,89.2,1.47,2,1,0
2.26,2.43,2.39,5.6,93.4,2.69,4,0,0
3.56,3.64,3.58,2.6,90.0,4.63,2,1,0
2.6,2.76,2.76,6.9,68.9,4.76,2,1,1
2.12,1.97,1.97,4.7,77.1,1.89,3,1,0
3.44,3.33,3.35,7.7,100.0,5.35,0,1,0
3.18,3.41,3.39,5.4,96.4,3.26,4,1,0
0.91,1.32,1.4,8.4,82.3,3.85,1,0,1
1.17,0.91,0.89,6.0,75.8,3.3,2,0,1
2.73,2.36,2.36,5.9,73.7,4.2,0,1,1
1.42,1.66,1.66,7.5,85.7,3.58,1,0,1
2.46,2.48,2.46,7.8,87.3,5.06,2,1,0
1.85,1.5,1.54,5.3,84.2,3.22,2,1,0
1.01,0.87,0.87,3.8,77.8,3.07,0,0,0
1.96,1.44,1.5,7.0,83.4,5.09,4,1,1
2.07,2.45,2.4,4.7,82.2,2.65,4,0,1
1.14,1.56,1.59,8.0,70.9,4.41,1,0,1
0.42,0.29,0.34,4.9,72.9,3.92,4,1,1
3.24,3.3,3.28,3.7,73.9,2.49,5,0,0
2.55,2.57,2.52,5.6,79.9,1.95,3,0,1
0.74,1.23,1.22,7.1,83.6,0.5,5,0,1
3.22,3.34,3.34,2.7,79.9,3.21,1,0,0
0.88,0.5,0.55,5.3,95.3,3.42,2,1,1
1.36,1.59,1.57,7.4,86.0,3.57,2,1,1
4.0,4.0,4.0,1.6,92.0,4.4,1,1,0
2.17,1.96,1.96,6.3,70.8,5.47,2,1,0
3.02,2.92,2.96,5.2,75.0,6.56,1,0,1
3.95,4.0,4.0,1.8,81.2,2.86,3,1,0
4.0,4.0,4.0,5.9,85.0,4.53,2,1,0
2.03,2.34,2.47,4.6,76.9,3.08,2,0,1
1.08,1.98,2.01,6.4,91.1,3.2,6,0,1
3.47,3.61,3.62,2.8,79.2,3.16,4,1,0
2.37,2.39,2.39,5.6,78.1,5.36,1,1,1
1.67,1.47,1.39,6.6,78.1,4.26,0,0,1
2.84,3.3,3.33,6.1,95.1,2.06,3,0,0
1.58,1.49,1.49,6.6,67.7,1.92,1,1,1
0.74,0.76,0.81,8.4,68.4,4.07,3,0,1
2.29,1.96,1.87,5.7,76.4,3.73,1,0,0
2.34,2.3,2.34,7.3,73.2,3.16,1,1,1
0.98,0.81,0.78,8.5,74.4,5.37,2,1,1
1.43,1.66,1.61,8.4,76.6,5.04,3,1,1
3.98,3.92,3.92,4.5,80.9,5.41,1,0,0
2.19,2.86,2.88,7.8,89.0,5.4,1,0,0
0.4,0.56,0.59,7.2,96.9,3.92,1,0,1
1.65,1.51,1.51,5.5,73.7,5.6,1,0,1
2.17,2.4,2.4,6.9,71.2,1.69,1,1,0
0.82,0.71,0.73,6.2,77.3,3.18,2,0,1
1.39,1.3,1.35,5.0,93.0,5.09,3,0,0
2.67,2.63,2.63,3.8,61.5,4.99,4,1,1
1.13,1.02,0.95,5.7,87.8,4.86,2,0,0
1.68,1.52,1.53,3.4,92.0,3.12,6,0,1
2.49,2.41,2.49,4.1,95.4,4.24,0,0,0
1.1,1.34,1.23,6.6,66.8,4.14,0,0,1
2.61,2.39,2.47,6.9,89.8,4.2,2,0,1
